station_id,station_name,utm_north,utm_east,year,TOC_mgpl,NO3_NO2_ugpl
27024,HOH 1110,6798852.994032564,12600.014118084218,2019,0.34,28.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,1995,0.85,4.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,1996,1.2,4.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,1997,1.3,4.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,1998,0.96,3.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,1999,0.99,2.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,2000,0.9,1.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,2001,1.1,1.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,2002,1.0,1.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,2003,1.3,1.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,2016,1.2,2.0
27025,Kvernvatnet,6986093.999689683,209982.00035073445,2019,1.0,1.0
27026,Storvatnet,7700848.000187903,585342.9998743811,1995,1.0,8.0
27026,Storvatnet,7700848.000187903,585342.9998743811,1996,0.55,4.0
27026,Storvatnet,7700848.000187903,585342.9998743811,1997,1.1,12.0
27026,Storvatnet,7700848.000187903,585342.9998743811,1998,0.65,7.0
27026,Storvatnet,7700848.000187903,585342.9998743811,1999,0.81,4.0
27026,Storvatnet,7700848.000187903,585342.9998743811,2000,0.76,4.0
27026,Storvatnet,7700848.000187903,585342.9998743811,2001,0.845,17.0
27026,Storvatnet,7700848.000187903,585342.9998743811,2002,0.7,4.0
27026,Storvatnet,7700848.000187903,585342.9998743811,2003,0.71,1.0
27026,Storvatnet,7700848.000187903,585342.9998743811,2006,0.53,1.0
27026,Storvatnet,7700848.000187903,585342.9998743811,2016,0.78,3.0
27026,Storvatnet,7700848.000187903,585342.9998743811,2019,0.65,26.0
27027,HOH 323,7911101.92018611,975945.6344161499,1995,0.2,36.0
27027,HOH 323,7911101.92018611,975945.6344161499,1996,0.2,32.0
27027,HOH 323,7911101.92018611,975945.6344161499,1997,0.2,8.0
27027,HOH 323,7911101.92018611,975945.6344161499,1998,0.22,83.0
27027,HOH 323,7911101.92018611,975945.6344161499,1999,0.2,72.0
27027,HOH 323,7911101.92018611,975945.6344161499,2000,0.25,12.0
27027,HOH 323,7911101.92018611,975945.6344161499,2001,0.17,17.0
27027,HOH 323,7911101.92018611,975945.6344161499,2002,0.29,16.0
27027,HOH 323,7911101.92018611,975945.6344161499,2003,0.25,37.0
27027,HOH 323,7911101.92018611,975945.6344161499,2016,0.35,12.0
27027,HOH 323,7911101.92018611,975945.6344161499,2019,0.31,9.0
27029,Kjerketjerna,6683064.777856347,356801.8921772359,1995,9.6,33.0
27029,Kjerketjerna,6683064.777856347,356801.8921772359,2019,15.3,25.0
27032,Kroketjørni,6889679.038419012,140325.88776508858,1995,0.73,1.0
27032,Kroketjørni,6889679.038419012,140325.88776508858,2019,0.93,1.0
27034,Fjælutjern,6724257.781584566,284234.16958710324,1995,10.6,86.0
27034,Fjælutjern,6724257.781584566,284234.16958710324,2019,15.8,19.0
27035,Førkjetjernet,6723122.964947286,174498.3823648552,1995,2.7,1.0
27035,Førkjetjernet,6723122.964947286,174498.3823648552,2019,3.2,3.0
27039,Heddevatnet,6649168.76687849,141274.87742890872,1995,2.3,37.0
27039,Heddevatnet,6649168.76687849,141274.87742890872,2019,3.0,31.0
27040,Grimvatn,6582736.6151328515,97646.18366955029,1995,4.4,37.0
27040,Grimvatn,6582736.6151328515,97646.18366955029,2019,6.8,25.0
27041,Langetjørn,6643488.218079313,80081.75114839454,1995,1.8,4.0
27041,Langetjørn,6643488.218079313,80081.75114839454,2019,3.6,3.0
27043,Ljomsvatnet,6583274.038327268,77255.7875591013,1995,1.1,73.0
27043,Ljomsvatnet,6583274.038327268,77255.7875591013,2019,1.8,33.0
27044,Skrubbedalstjørna,6526237.641447418,15045.495643431612,1995,1.3,230.0
27044,Skrubbedalstjørna,6526237.641447418,15045.495643431612,2019,2.2,141.0
27046,HOH 619,6537365.383765215,36164.243144645414,1995,4.9,93.0
27046,HOH 619,6537365.383765215,36164.243144645414,2019,5.2,44.0
27047,Hyttevatnan,6541373.517167669,33157.95752568997,1995,1.7,81.0
27047,Hyttevatnan,6541373.517167669,33157.95752568997,2019,2.6,33.0
27049,Holmavatnet,6551071.8879359085,-8124.09720764996,1995,1.7,114.0
27049,Holmavatnet,6551071.8879359085,-8124.09720764996,2019,1.9,21.0
27050,HOH 967,6587563.12104737,27672.154021967726,1995,0.31,116.0
27050,HOH 967,6587563.12104737,27672.154021967726,2019,1.0,14.0
27052,Sandvatna,6669605.6216774685,4672.209515951632,1995,0.73,76.0
27052,Sandvatna,6669605.6216774685,4672.209515951632,2019,0.73,28.0
27054,HOH 1167,6740208.392755146,25280.974487403117,1995,0.2,94.0
27054,HOH 1167,6740208.392755146,25280.974487403117,2019,0.32,20.0
27055,Tjørnadalsvatnet,6745051.993185932,2931.014681664179,1995,0.31,28.0
27055,Tjørnadalsvatnet,6745051.993185932,2931.014681664179,2019,0.68,11.0
27056,Harekupvatnet,6789386.521719334,4505.409630579001,1995,0.2,83.0
