dataset,station_code,min,mean,max,std,count
sdep_1216_meqpm2pyr_50m,Sam_Tyss,10.854647636413574,13.432003227171728,15.595757484436035,1.0855479378681736,94510
sdep_1216_meqpm2pyr_50m,Sam_Tyss_IntCat,13.72426700592041,14.91108672752809,15.595757484436035,0.8993347479266518,2670
sdep_1216_meqpm2pyr_50m,Sam_Stor,13.72426700592041,14.643510208660533,15.595757484436035,0.43536957849727975,4457
sdep_1216_meqpm2pyr_50m,Sam_Froe,13.100436210632324,13.870078982094805,15.595757484436035,0.5415140919029733,38648
sdep_1216_meqpm2pyr_50m,Sam_Frok,10.854647636413574,12.892769570124141,14.847161293029785,1.1375489896729754,48735
ndep_2030_meqpm2pyr_50m,Sam_Tyss,14.13276195526123,21.98893371071844,23.197715759277344,2.7463545568076797,94510
ndep_2030_meqpm2pyr_50m,Sam_Tyss_IntCat,23.197715759277344,23.197716233614234,23.197715759277344,4.743368897663913e-07,2670
ndep_2030_meqpm2pyr_50m,Sam_Stor,23.197715759277344,23.197715671976667,23.197715759277344,8.730067690976284e-08,4457
ndep_2030_meqpm2pyr_50m,Sam_Froe,23.197715759277344,23.19771721693231,23.197715759277344,1.457654967396138e-06,38648
ndep_2030_meqpm2pyr_50m,Sam_Frok,14.13276195526123,20.85356519954858,23.197715759277344,3.459096651269697,48735
ndep_1216_meqpm2pyr_50m,Sam_Tyss,44.32548141479492,53.45412125700984,61.812992095947266,4.275465173871077,94510
ndep_1216_meqpm2pyr_50m,Sam_Tyss_IntCat,54.461097717285156,59.124063670411985,61.812992095947266,3.5328790025122605,2670
ndep_1216_meqpm2pyr_50m,Sam_Stor,54.461097717285156,58.32614426744447,61.812992095947266,1.6142368912102776,4457
ndep_1216_meqpm2pyr_50m,Sam_Froe,51.96288299560547,55.10393810805216,61.812992095947266,2.1874970490251884,38648
ndep_1216_meqpm2pyr_50m,Sam_Frok,44.32548141479492,51.389581409664515,59.029266357421875,4.5143342691118615,48735
ndep_2015_meqpm2pyr_50m,Sam_Tyss,17.773019790649414,29.17355306316792,30.906496047973633,3.9141297145475162,94510
ndep_2015_meqpm2pyr_50m,Sam_Tyss_IntCat,30.906496047973633,30.906495786516853,30.906496047973633,2.614567797820655e-07,2670
ndep_2015_meqpm2pyr_50m,Sam_Stor,30.906496047973633,30.906495400493604,30.906496047973633,6.474800287037397e-07,4457
ndep_2015_meqpm2pyr_50m,Sam_Froe,30.906496047973633,30.90649580832126,30.906496047973633,2.396523726133637e-07,38648
ndep_2015_meqpm2pyr_50m,Sam_Frok,17.773019790649414,27.54586539448035,30.906496047973633,4.9234401593044765,48735
ndep_2030bc_meqpm2pyr_50m,Sam_Tyss,34.3947639465332,40.32686488202307,46.39543151855469,2.8605716403548103,94510
ndep_2030bc_meqpm2pyr_50m,Sam_Tyss_IntCat,40.87726593017578,44.3771798923221,46.39543151855469,2.6516990499575175,2670
ndep_2030bc_meqpm2pyr_50m,Sam_Stor,40.87726593017578,43.77827013686336,46.39543151855469,1.2116097872189804,4457
ndep_2030bc_meqpm2pyr_50m,Sam_Froe,39.00216293334961,41.359763118401986,46.39543151855469,1.6418856798413035,38648
ndep_2030bc_meqpm2pyr_50m,Sam_Frok,34.3947639465332,38.97021391197291,44.3060302734375,2.921761814971352,48735
sdep_2015_meqpm2pyr_50m,Sam_Tyss,9.794136047363281,14.105566871230558,14.784778594970703,1.5226305330554357,94510
sdep_2015_meqpm2pyr_50m,Sam_Tyss_IntCat,14.784778594970703,14.78477732911985,14.784778594970703,1.2658508534713064e-06,2670
sdep_2015_meqpm2pyr_50m,Sam_Stor,14.784778594970703,14.784776755665245,14.784778594970703,1.8393054581622437e-06,4457
