dataset,station_code,min,mean,max,std,count
fab_ex_n_2030bc_meqpm2pyr_50m,Mod_Alm,26.252365112304688,28.502097888821385,29.29098129272461,1.3322074764572032,4938
fab_ex_n_2030bc_meqpm2pyr_50m,Mod_Koll,18.963403701782227,22.950292647864185,22.976667404174805,0.32426956454597966,2739
fab_ex_n_2030bc_meqpm2pyr_50m,Mod_Skar,4.966037750244141,6.128831263330963,6.141788482666016,0.1227453180465387,2813
fab_ex_n_2030bc_meqpm2pyr_50m,Mod_Sol,17.130550384521484,17.164911384717314,20.169166564941406,0.32128337612033186,5660
fab_ex_n_2030bc_meqpm2pyr_50m,Mod_Tod,4.201702117919922,7.2127127973921,7.320198059082031,0.5688927194453081,6557
fab_ex_n_2030bc_meqpm2pyr_50m,Sam_Stor,0.0,0.0,0.0,0.0,4457
sswc_ex_2030bc_meqpm2pyr_50m,Mod_Alm,9.0520601272583,9.497395833333334,9.653555870056152,0.2637112020847134,4938
sswc_ex_2030bc_meqpm2pyr_50m,Mod_Koll,27.31607437133789,27.69633077765608,27.69884490966797,0.03092765517179493,2739
sswc_ex_2030bc_meqpm2pyr_50m,Mod_Skar,18.885805130004883,19.102122122733736,19.10453224182129,0.022834541512451515,2813
sswc_ex_2030bc_meqpm2pyr_50m,Mod_Sol,13.091493606567383,13.098293948763251,13.692989349365234,0.06359822087247399,5660
sswc_ex_2030bc_meqpm2pyr_50m,Mod_Tod,-2.2920093536376953,-1.922431716581516,-1.9092388153076172,0.06982705014938526,6557
sswc_ex_2030bc_meqpm2pyr_50m,Sam_Stor,-69.92967224121094,-69.4681189701593,-68.98997497558594,0.21860353500463142,4457
fab_ex_s_2030bc_meqpm2pyr_50m,Mod_Alm,5.304098129272461,5.749433997190158,5.9055938720703125,0.26371120208467375,4938
fab_ex_s_2030bc_meqpm2pyr_50m,Mod_Koll,5.522823810577393,5.9030782219788245,5.9055938720703125,0.03092761661525534,2739
fab_ex_s_2030bc_meqpm2pyr_50m,Mod_Skar,5.559222221374512,5.901776489735158,5.9055938720703125,0.03616029933538171,2813
fab_ex_s_2030bc_meqpm2pyr_50m,Mod_Sol,5.304098129272461,5.310899541740283,5.9055938720703125,0.06359822086426233,5660
fab_ex_s_2030bc_meqpm2pyr_50m,Mod_Tod,4.841390609741211,5.288149830333994,5.304098129272461,0.08440958207447391,6557
fab_ex_s_2030bc_meqpm2pyr_50m,Sam_Stor,0.0,0.0,0.0,0.0,4457
fab_ex_reg_id_1216_50m,Mod_Alm,2.0,2.0,2.0,0.0,4938
fab_ex_reg_id_1216_50m,Mod_Koll,2.0,2.010476878612717,3.0,0.10181902389657425,2768
fab_ex_reg_id_1216_50m,Mod_Skar,2.0,2.0038951841359776,3.0,0.06228973973716832,2824
fab_ex_reg_id_1216_50m,Mod_Sol,2.0,2.0,2.0,0.0,5660
fab_ex_reg_id_1216_50m,Mod_Tod,2.0,2.0,2.0,0.0,6557
fab_ex_reg_id_1216_50m,Sam_Stor,0.0,0.0,0.0,0.0,4457
fab_ex_ns_2030bc_meqpm2pyr_50m,Mod_Alm,31.55646324157715,34.25153149048197,35.19657516479492,1.5959186785419355,4938
fab_ex_ns_2030bc_meqpm2pyr_50m,Mod_Koll,24.48622703552246,28.85337086984301,28.882261276245117,0.35519721968918655,2739
fab_ex_ns_2030bc_meqpm2pyr_50m,Mod_Skar,10.525259971618652,12.03060844738713,12.047382354736328,0.15890561738104328,2813
fab_ex_ns_2030bc_meqpm2pyr_50m,Mod_Sol,22.434648513793945,22.475808856007067,26.07476043701172,0.3848815969777888,5660
fab_ex_ns_2030bc_meqpm2pyr_50m,Mod_Tod,9.043092727661133,12.500862627726095,12.624296188354492,0.6533023015196664,6557
fab_ex_ns_2030bc_meqpm2pyr_50m,Sam_Stor,0.0,0.0,0.0,0.0,4457
fab_ex_reg_id_2030bc_50m,Mod_Alm,2.0,2.0,2.0,0.0,4938
fab_ex_reg_id_2030bc_50m,Mod_Koll,2.0,2.010476878612717,3.0,0.10181902389657425,2768
fab_ex_reg_id_2030bc_50m,Mod_Skar,2.0,2.014872521246459,3.0,0.1210426757727726,2824
fab_ex_reg_id_2030bc_50m,Mod_Sol,2.0,2.0,2.0,0.0,5660
fab_ex_reg_id_2030bc_50m,Mod_Tod,2.0,2.0344669818514562,3.0,0.18242535189361106,6557
fab_ex_reg_id_2030bc_50m,Sam_Stor,0.0,0.0,0.0,0.0,4457
sswc_ex_1216_meqpm2pyr_50m,Mod_Alm,15.85027027130127,16.866388530275415,17.222698211669922,0.6017077032767546,4938
sswc_ex_1216_meqpm2pyr_50m,Mod_Koll,34.394622802734375,35.26224785505659,35.26798629760742,0.07056730412119007,2739
sswc_ex_1216_meqpm2pyr_50m,Mod_Skar,26.17460823059082,26.66817565766086,26.673673629760742,0.052101129514030044,2813
sswc_ex_1216_meqpm2pyr_50m,Mod_Sol,19.88970375061035,19.905223056537103,21.26213264465332,0.145111643714651,5660
sswc_ex_1216_meqpm2pyr_50m,Mod_Tod,4.015607833862305,4.858868921095776,4.888971328735352,0.15932364288338008,6557
sswc_ex_1216_meqpm2pyr_50m,Sam_Stor,-63.096492767333984,-62.17724225936729,-61.22500228881836,0.43536957855856473,4457
fab_ex_n_1216_meqpm2pyr_50m,Mod_Alm,35.943599700927734,38.7444689145403,39.72661209106445,1.6585699181572653,4938
fab_ex_n_1216_meqpm2pyr_50m,Mod_Koll,28.415868759155273,33.37946102592187,33.41230010986328,0.4037089856522299,2739
